[2025-04-20 03:51:32] Normal (IoU: 0.07, People: 3)
[2025-04-20 03:51:45] Normal (IoU: 0.01, People: 4)
[2025-04-20 03:51:45] Normal (IoU: 0.01, People: 3)
[2025-04-20 03:51:45] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:45] Normal (IoU: 0.01, People: 4)
[2025-04-20 03:51:45] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:45] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:45] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:45] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:45] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:45] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:45] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.01, People: 4)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.01, People: 4)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:46] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:47] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:48] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:49] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 0)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 1)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 0)
[2025-04-20 03:51:50] Normal (IoU: 0.00, People: 1)
[2025-04-20 03:51:51] Normal (IoU: 0.00, People: 1)
[2025-04-20 03:51:51] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:51] Normal (IoU: 0.00, People: 1)
[2025-04-20 03:51:51] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:51] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:51] Normal (IoU: 0.00, People: 1)
[2025-04-20 03:51:51] Normal (IoU: 0.00, People: 3)
[2025-04-20 03:51:51] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:51] Normal (IoU: 0.00, People: 1)
[2025-04-20 03:51:51] Normal (IoU: 0.02, People: 4)
[2025-04-20 03:51:51] Normal (IoU: 0.00, People: 2)
[2025-04-20 03:51:51] Normal (IoU: 0.05, People: 3)
[2025-04-20 03:51:51] Normal (IoU: 0.02, People: 4)
[2025-04-20 03:51:51] Normal (IoU: 0.05, People: 3)
[2025-04-20 03:51:52] Normal (IoU: 0.05, People: 3)
[2025-04-20 03:51:52] Normal (IoU: 0.03, People: 4)
[2025-04-20 03:51:52] Normal (IoU: 0.05, People: 3)
[2025-04-20 03:51:52] Normal (IoU: 0.03, People: 4)
[2025-04-20 03:51:52] Normal (IoU: 0.03, People: 4)
[2025-04-20 03:51:52] Normal (IoU: 0.04, People: 4)
[2025-04-20 03:51:52] Normal (IoU: 0.05, People: 5)
[2025-04-20 03:51:52] Normal (IoU: 0.03, People: 4)
[2025-04-20 03:51:52] Normal (IoU: 0.05, People: 5)
[2025-04-20 03:51:52] Normal (IoU: 0.04, People: 4)
[2025-04-20 03:51:52] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:52] Normal (IoU: 0.05, People: 5)
[2025-04-20 03:51:52] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.05, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:53] Normal (IoU: 0.10, People: 4)
[2025-04-20 03:51:53] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:54] Normal (IoU: 0.10, People: 4)
[2025-04-20 03:51:54] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:54] Normal (IoU: 0.15, People: 4)
[2025-04-20 03:51:54] Normal (IoU: 0.10, People: 4)
[2025-04-20 03:51:54] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:54] Normal (IoU: 0.10, People: 4)
[2025-04-20 03:51:54] Normal (IoU: 0.10, People: 5)
[2025-04-20 03:51:54] Normal (IoU: 0.15, People: 4)
[2025-04-20 03:51:54] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:54] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:54] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:54] Normal (IoU: 0.10, People: 5)
[2025-04-20 03:51:54] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:54] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:55] Normal (IoU: 0.15, People: 4)
[2025-04-20 03:51:55] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:55] Normal (IoU: 0.09, People: 6)
[2025-04-20 03:51:55] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:55] Normal (IoU: 0.09, People: 6)
[2025-04-20 03:51:55] Normal (IoU: 0.15, People: 4)
[2025-04-20 03:51:55] Normal (IoU: 0.10, People: 6)
[2025-04-20 03:51:55] Normal (IoU: 0.09, People: 6)
[2025-04-20 03:51:55] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:55] Normal (IoU: 0.09, People: 6)
[2025-04-20 03:51:55] Normal (IoU: 0.14, People: 4)
[2025-04-20 03:51:55] Normal (IoU: 0.10, People: 6)
[2025-04-20 03:51:55] Normal (IoU: 0.14, People: 4)
[2025-04-20 03:51:55] Normal (IoU: 0.06, People: 5)
[2025-04-20 03:51:55] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:56] Normal (IoU: 0.14, People: 4)
[2025-04-20 03:51:56] Normal (IoU: 0.10, People: 5)
[2025-04-20 03:51:56] Normal (IoU: 0.14, People: 4)
[2025-04-20 03:51:56] Normal (IoU: 0.10, People: 5)
[2025-04-20 03:51:56] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:56] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:56] Normal (IoU: 0.10, People: 5)
[2025-04-20 03:51:56] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:56] Normal (IoU: 0.10, People: 5)
[2025-04-20 03:51:56] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:56] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:56] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:56] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:56] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:56] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.17, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.17, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.16, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.17, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.17, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.13, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.17, People: 4)
[2025-04-20 03:51:57] Normal (IoU: 0.17, People: 4)
[2025-04-20 03:51:58] Normal (IoU: 0.13, People: 4)
